STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_DT_TDS_DIMF_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,858580.6,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"IMF repurchases and charges (TDS, current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SH_IMM_IDPT,_T,_T,_T,PT,_Z,_Z,_Z,1999,71.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Immunization, DPT (% of children ages 12-23 months)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SH_IMM_HEPB,_T,_T,_T,PT,_Z,_Z,_Z,1999,71.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Immunization, HepB3 (% of one-year-old children)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SH_IMM_MEAS,_T,_T,_T,PT,_Z,_Z,_Z,1999,62.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Immunization, measles (% of children ages 12-23 months)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_TM_VAL_MRCH_XD_WD,_T,_T,_T,IX,_Z,_Z,_Z,1999,26.7192326778,_Z,IX,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,Import value index (2015 = 100),Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NE_IMP_GNFS_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,1999,53.85482612089151,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,Imports of goods and services (% of GDP),Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_BM_GSR_GNFS_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,1.56547652323514E8,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Imports of goods and services (BoP, current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NE_IMP_GNFS_CN,_T,_T,_T,XDC,_Z,_Z,_Z,1999,1.863E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,Imports of goods and services (current LCU),Total,All age ranges or no breakdown by age,Total,Domestic currency,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NE_IMP_GNFS_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,1.443346891342243E8,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,Imports of goods and services (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_BM_GSR_TOTL_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,1.8264147350529233E8,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Imports of goods, services and primary income (BoP, current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SH_HIV_INCD_ZS,_T,_T,_T,PT,_Z,_Z,_Z,1999,0.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SH_HIV_INCD_TL_P3,_T,_T,_T,10P3PS_UNFC,_Z,_Z,_Z,1999,0.1,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Incidence of HIV, all (per 1,000 uninfected population)",Total,All age ranges or no breakdown by age,Total,Per 1 000 uninfected population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_IT_NET_USER_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,1999,0.538,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,Individuals using the Internet (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NV_IND_TOTL_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,1999,8.322492989911254,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Industry (including construction), value added (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NV_IND_TOTL_KD_ZG,_T,_T,_T,PC_A,_Z,_Z,_Z,1999,-0.08285004142501862,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Industry (including construction), value added (annual % growth)",Total,All age ranges or no breakdown by age,Total,Percentage change per annum,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NV_IND_TOTL_KD,_T,_T,_T,USD_K_2015,_Z,_Z,_Z,1999,4.74151888460976E7,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Industry (including construction), value added (constant 2015 US$)",Total,All age ranges or no breakdown by age,Total,"US dollars, 2015 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NV_IND_TOTL_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,1999,3.618E9,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Industry (including construction), value added (constant LCU)",Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NV_IND_TOTL_CN,_T,_T,_T,XDC,_Z,_Z,_Z,1999,2.879E9,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Industry (including construction), value added (current LCU)",Total,All age ranges or no breakdown by age,Total,Domestic currency,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NV_IND_TOTL_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,2.2304861514623284E7,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Industry (including construction), value added (current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NV_IND_EMPL_KD,_T,_T,_T,USD_K_2015,_Z,_Z,_Z,1999,7100.207973359927,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Industry (including construction), value added per worker (constant 2015 US$)",Total,All age ranges or no breakdown by age,Total,"US dollars, 2015 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_FP_CPI_TOTL_ZG,_T,_T,_T,PC_A,_Z,_Z,_Z,1999,1.998974884674519,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Inflation, consumer prices (annual %)",Total,All age ranges or no breakdown by age,Total,Percentage change per annum,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NY_GDP_DEFL_KD_ZG,_T,_T,_T,PC_A,_Z,_Z,_Z,1999,3.0786389989836636,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Inflation, GDP deflator (annual %)",Total,All age ranges or no breakdown by age,Total,Percentage change per annum,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NY_GDP_DEFL_KD_ZG_AD,_T,_T,_T,PC_A,_Z,_Z,_Z,1999,3.07863899898366,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Inflation, GDP deflator: linked series (annual %)",Total,All age ranges or no breakdown by age,Total,Percentage change per annum,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_TX_VAL_INSF_ZS_WT,_T,_T,_T,PT,_Z,_Z,_Z,1999,6.949127664647836,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,Insurance and financial services (% of commercial service exports),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_TM_VAL_INSF_ZS_WT,_T,_T,_T,PT,_Z,_Z,_Z,1999,7.016675719414294,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,Insurance and financial services (% of commercial service imports),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_BX_GSR_INSF_ZS,_T,_T,_T,PT,_Z,_Z,_Z,1999,6.390134917789913,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Insurance and financial services (% of service exports, BoP)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_BM_GSR_INSF_ZS,_T,_T,_T,PT,_Z,_Z,_Z,1999,6.340251646801338,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Insurance and financial services (% of service imports, BoP)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_GC_XPN_INTP_ZS,_T,_T,_T,PT_EXPS,_Z,_Z,_Z,1999,3.7947457366722994,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,Interest payments (% of expense),Total,All age ranges or no breakdown by age,Total,Percentage of expense,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_GC_XPN_INTP_RV_ZS,_T,_T,_T,PT_REV,_Z,_Z,_Z,1999,3.67504835589942,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,Interest payments (% of revenue),Total,All age ranges or no breakdown by age,Total,Percentage of revenue,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_GC_XPN_INTP_CN,_T,_T,_T,XDC,_Z,_Z,_Z,1999,2.47E8,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,Interest payments (current LCU),Total,All age ranges or no breakdown by age,Total,Domestic currency,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_ST_INT_TVLX_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,9000000.0,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"International tourism, expenditures for travel items (current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_ST_INT_ARVL,_T,_T,_T,ARRVL,_Z,_Z,_Z,1999,96000.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"International tourism, number of arrivals",Total,All age ranges or no breakdown by age,Total,Arrivals,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_ST_INT_DPRT,_T,_T,_T,DPTS,_Z,_Z,_Z,1999,12000.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"International tourism, number of departures",Total,All age ranges or no breakdown by age,Total,Departures,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_ST_INT_RCPT_XP_ZS,_T,_T,_T,PT,_Z,_Z,_Z,1999,42.00560816369902,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"International tourism, receipts (% of total exports)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_ST_INT_RCPT_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,5.9E7,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"International tourism, receipts (current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_ST_INT_TRNR_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,9000000.0,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"International tourism, receipts for passenger transport items (current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_ST_INT_TVLR_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,5.0E7,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"International tourism, receipts for travel items (current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_TLF_ACTI_1524_FE_ZS,F,Y15T24,_T,PT,_Z,_Z,_Z,1999,63.85,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",Female,15 to 24 years old,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_TLF_ACTI_1524_MA_ZS,M,Y15T24,_T,PT,_Z,_Z,_Z,1999,62.646,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",Male,15 to 24 years old,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_TLF_ACTI_1524_ZS,_T,Y15T24,_T,PT,_Z,_Z,_Z,1999,63.226,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",Total,15 to 24 years old,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_TLF_CACT_FE_ZS,F,_T,_T,PT_W,_Z,_Z,_Z,1999,73.888,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",Female,All age ranges or no breakdown by age,Total,Percentage of women,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_TLF_CACT_FE_NE_ZS,F,_T,_T,PT,_Z,_Z,_Z,1999,37.692,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_TLF_ACTI_FE_ZS,F,_T,_T,PT_W,_Z,_Z,_Z,1999,74.722,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Female,All age ranges or no breakdown by age,Total,Percentage of women,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_TLF_CACT_MA_ZS,M,_T,_T,PT_M,_Z,_Z,_Z,1999,79.573,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",Male,All age ranges or no breakdown by age,Total,Percentage of men,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_TLF_CACT_MA_NE_ZS,M,_T,_T,PT_M,_Z,_Z,_Z,1999,43.971,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",Male,All age ranges or no breakdown by age,Total,Percentage of men,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_TLF_ACTI_MA_ZS,M,_T,_T,PT_M,_Z,_Z,_Z,1999,80.212,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Male,All age ranges or no breakdown by age,Total,Percentage of men,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_TLF_CACT_ZS,_T,_T,_T,PT,_Z,_Z,_Z,1999,76.899,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_TLF_CACT_NE_ZS,_T,_T,_T,PT,_Z,_Z,_Z,1999,40.91,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_TLF_ACTI_ZS,_T,_T,_T,PT,_Z,_Z,_Z,1999,77.596,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_TLF_TOTL_FE_ZS,F,_T,_T,PT_LF,_Z,_Z,_Z,1999,45.195819484639,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Labor force, female (% of total labor force)",Female,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_TLF_TOTL_IN,_T,_T,_T,PS,_Z,_Z,_Z,1999,79129.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Labor force, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_AG_LND_TOTL_K2,_T,_T,_T,KM2,_Z,_Z,_Z,1999,12190.0,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,Land area (sq. km),Total,All age ranges or no breakdown by age,Total,Square kilometers,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_AG_LND_CREL_HA,_T,_T,_T,HA,_Z,_Z,_Z,1999,1410.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,Land under cereal production (hectares),Total,All age ranges or no breakdown by age,Total,Hectares,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SP_DYN_LE00_FE_IN,F,_T,_T,YR,_Z,_Z,_Z,1999,70.493,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Life expectancy at birth, female (years)",Female,All age ranges or no breakdown by age,Total,Years,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SP_DYN_LE00_MA_IN,M,_T,_T,YR,_Z,_Z,_Z,1999,66.467,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Life expectancy at birth, male (years)",Male,All age ranges or no breakdown by age,Total,Years,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SP_DYN_LE00_IN,_T,_T,_T,YR,_Z,_Z,_Z,1999,67.924,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Life expectancy at birth, total (years)",Total,All age ranges or no breakdown by age,Total,Years,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
